ensembl,WT1,WT2,WT3,WT4,WT5,MT16W1,MT16W2,MT16W3,MT16W4,MT16W5,MT20W1,MT20W2,MT20W3,MT20W4
ENSMUSG00000000381,7.11385,6.03634,5.74407,12.0938,6.82127,5.55154,8.63576,5.59765,11.0468,9.56496,4.82246,4.78954,4.48836,5.66674
ENSMUSG00000044303,2.64491,3.31926,3.58258,3.47888,3.44862,5.94204,7.24748,4.96994,6.53979,6.65232,9.84495,10.7585,10.4573,11.3908
ENSMUSG00000031710,10.5832,10.4351,10.724,3.82885,10.0939,11.5689,11.2712,9.83732,10.5551,9.29424,10.0956,7.94099,3.47854,3.3429
ENSMUSG00000061937,13.257,12.6798,11.2968,13.1322,12.7101,11.6022,13.0535,12.4307,13.429,13.1854,9.10668,8.14046,4.23134,6.42586
ENSMUSG00000022491,3.5079,3.29976,3.17369,8.57483,3.51479,3.532,5.94422,3.66764,8.55584,8.04303,3.23051,3.27667,3.20691,3.20036
ENSMUSG00000025479,13.2917,13.4913,13.1872,13.2028,13.6054,12.3181,11.7676,12.2429,12.3115,13.1594,8.06265,7.46944,6.78147,5.34826
ENSMUSG00000063157,12.764,12.0458,11.0724,12.96,12.3433,12.345,12.768,12.6537,13.1717,12.7341,8.63752,7.99445,4.28332,6.66345
ENSMUSG00000057003,13.2935,12.8996,13.5815,6.25634,13.0749,12.4203,12.5669,13.5145,13.2881,11.4022,11.6702,12.027,3.78796,9.14304
ENSMUSG00000056973,11.9717,12.0835,11.4509,11.2881,12.2405,11.5879,11.3582,11.8201,10.5301,11.987,8.6332,6.57128,4.94995,3.93406
ENSMUSG00000024512,3.21571,3.04227,3.60563,3.36334,2.83498,5.69491,7.04391,4.95216,5.79249,7.32015,6.68133,11.5204,8.65668,8.25371
ENSMUSG00000061723,12.8296,12.5375,13.3815,6.07885,12.7458,11.819,11.8294,13.0998,13.1524,11.0239,10.7259,11.1649,3.75078,8.246
ENSMUSG00000022991,9.56568,9.33121,9.24981,9.86084,8.13512,10.2351,9.29667,9.49062,9.89378,9.62548,4.97852,4.56827,4.1947,3.90974
ENSMUSG00000056328,12.5745,12.1422,12.8348,5.86691,12.2956,10.6877,11.1444,12.7477,12.3782,10.2381,10.8257,10.8867,2.93515,8.7755
ENSMUSG00000035686,11.8436,12.5396,12.1852,12.5274,12.1223,13.0542,12.4151,10.7614,12.0576,12.9033,8.76145,8.25898,5.26905,5.04713
ENSMUSG00000031725,9.3913,9.74255,9.99215,9.78151,9.99745,9.88766,9.38063,9.22068,8.61867,9.641,4.87827,4.07073,3.09259,3.03973
ENSMUSG00000026950,11.0512,10.309,11.5789,3.69195,10.7137,9.27827,9.42687,11.1897,10.9428,8.50335,8.61695,8.61759,2.5596,6.04643
ENSMUSG00000030399,12.9534,12.6528,13.5842,6.06427,12.8341,11.9604,12.1259,13.1322,13.2958,11.334,10.9071,11.4238,4.49978,8.215
ENSMUSG00000051747,12.2944,11.8117,12.9244,5.70938,12.2177,11.2099,11.2849,12.6146,12.5968,9.89888,10.6245,11.0931,3.56875,8.29267
ENSMUSG00000024471,10.9048,10.3878,11.446,4.30374,10.6229,8.96183,9.09737,10.7514,11.2881,8.58414,8.09153,8.70441,2.88273,5.10976
ENSMUSG00000039196,9.95527,10.5916,10.2308,11.1136,9.90421,10.5066,10.582,9.21492,9.75476,11.0877,6.57663,6.2282,3.57935,3.66989
ENSMUSG00000074264,10.9569,11.2297,10.8909,11.4575,11.0459,10.8539,11.048,10.7431,10.4346,11.1849,7.1246,6.5963,4.41287,3.77148
ENSMUSG00000030730,12.1021,11.6551,12.9019,5.0363,11.7065,11.048,10.4887,12.3972,12.7328,10.7167,9.81172,10.6164,4.52595,7.44376
ENSMUSG00000029334,6.75001,6.37738,5.06678,5.75518,5.67164,3.87031,4.40552,3.84918,6.60828,4.27229,11.5048,10.0335,10.5366,8.98153
ENSMUSG00000031461,10.873,10.0379,11.6167,3.84272,10.3191,8.91548,9.65186,11.1893,11.7526,8.17428,8.64577,8.98501,3.33741,5.62301
ENSMUSG00000040187,3.26564,3.65238,3.05058,2.89464,3.13461,4.03961,4.14295,4.65663,6.48028,3.26059,7.32408,7.54332,11.3341,8.80115
ENSMUSG00000041737,10.8942,11.0161,10.7534,11.3062,10.1407,11.3625,11.8162,10.9094,10.9099,11.8287,7.92638,6.87418,4.53919,4.24466
ENSMUSG00000031489,9.49879,9.53248,9.87812,10.4488,10.0114,10.2798,10.38,10.4427,9.45854,10.3648,6.56235,5.53211,3.56428,3.34752
ENSMUSG00000038670,11.6048,11.0919,12.5245,3.7418,11.4518,10.4733,10.5683,11.8999,12.2253,9.53707,9.5146,10.2071,4.54378,8.08502
ENSMUSG00000041476,10.6155,9.71656,11.2822,4.66392,10.7405,9.1918,9.36989,11.092,10.9766,7.58969,7.64917,8.1469,2.74548,5.90018
ENSMUSG00000021622,10.1138,9.4489,10.8399,3.74714,9.97301,7.77546,8.34134,10.0956,10.4218,7.88174,7.12734,6.89454,3.17092,4.0792
ENSMUSG00000039956,9.65106,10.1456,9.63468,10.6326,9.82815,10.4459,10.385,8.98148,9.69655,10.8288,6.17763,6.07544,3.41374,3.73141
ENSMUSG00000019787,9.3362,8.79698,10.4356,2.8304,9.49396,7.80777,8.15664,10.0635,9.98509,6.56297,7.03123,7.28492,2.29512,4.55661
ENSMUSG00000012705,12.1891,12.5832,12.6518,13.1604,12.6445,12.9048,12.4934,12.1393,12.147,12.9124,8.02952,8.30427,6.7576,5.91389
ENSMUSG00000005716,12.9135,12.5806,13.47,6.9658,12.6817,12.034,11.7985,12.8989,13.1997,11.3646,10.6094,11.3672,4.78603,7.73179
ENSMUSG00000017300,13.6673,13.401,13.8665,7.84506,13.5729,12.9622,13.13,13.7532,13.797,12.3837,12.0473,12.6906,4.96319,9.83146
ENSMUSG00000000706,10.0611,9.91968,9.51711,10.9716,9.62573,10.3082,9.01775,10.2921,9.84492,9.22396,5.03056,4.98104,3.79103,4.5754
ENSMUSG00000030317,8.31066,8.32962,8.1957,9.65977,8.68714,8.58179,8.73277,9.09239,8.23514,8.407,3.5733,4.07074,2.80481,2.61208
ENSMUSG00000006457,11.4026,11.0384,12.5413,4.97115,11.2129,10.1526,10.2932,11.7353,12.1255,9.47708,8.74207,9.51147,4.47023,6.5421
ENSMUSG00000031972,13.7722,13.5795,14.0583,8.09083,13.6799,13.1161,13.3403,13.8508,13.929,12.5771,12.7938,13.1159,5.0301,10.5532
ENSMUSG00000027559,10.7962,10.9163,10.3676,10.6486,10.9577,10.6582,10.103,10.6247,9.35405,10.7307,6.30393,6.25316,4.93659,4.07053
ENSMUSG00000070702,13.0899,12.6383,12.1426,13.125,12.9371,12.6383,13.364,13.1388,13.5233,12.9829,10.1035,8.23336,5.80801,7.99957
ENSMUSG00000030672,13.1851,12.8484,13.412,7.42434,13.0737,12.2415,12.215,13.1137,13.2488,11.5896,11.232,11.5432,4.71201,9.00919
ENSMUSG00000002944,9.83265,9.6862,9.58581,9.89799,9.56456,9.62982,9.90771,9.37873,9.21906,9.88545,6.42589,5.33216,3.23372,3.24914
ENSMUSG00000027513,11.3759,11.5639,11.001,11.4293,11.239,10.3426,10.7899,10.8568,10.6138,11.0155,9.19679,6.63775,4.96749,3.88282
ENSMUSG00000062515,9.74679,10.5976,10.1223,10.0933,9.71895,9.99735,9.40476,9.80244,8.50147,9.36362,7.09868,6.07917,4.06086,3.46011
ENSMUSG00000059201,8.96883,8.56636,7.65823,9.95272,8.66569,8.74373,10.3879,9.00354,8.77866,9.49122,4.54324,4.61835,2.80458,3.54277
ENSMUSG00000044405,10.7861,11.0182,10.3175,11.2252,10.4097,10.8073,10.4358,9.4192,10.199,11.1875,6.58899,6.33876,4.26349,4.61425
ENSMUSG00000033196,11.0977,9.99161,11.8063,4.76473,10.0693,8.86668,9.0454,9.80731,11.6786,8.28952,8.61531,8.54617,3.85034,5.54184
ENSMUSG00000060600,12.6113,12.1951,13.2825,6.61703,12.3517,11.2182,11.5288,12.6527,13.0695,10.6853,10.1742,10.9184,5.11038,7.83867
ENSMUSG00000051159,9.02393,9.72427,9.66758,9.07528,10.3361,8.98292,8.11888,9.3855,8.2032,7.69965,3.92009,4.20961,3.70023,3.91568
ENSMUSG00000030278,10.9355,11.4747,11.2157,11.7433,11.6969,11.3369,10.9867,10.5518,10.4997,11.7116,7.93539,7.25446,5.11829,4.8815
ENSMUSG00000068697,11.2684,10.7706,12.2169,4.92583,11.1002,10.0444,10.248,11.5027,11.9732,9.35272,8.75862,9.26275,4.68648,6.33098
ENSMUSG00000029375,9.5252,8.93583,6.57253,9.37827,7.2955,8.49677,7.95574,6.82031,8.45795,9.1767,3.86984,3.65127,2.93549,2.97515
ENSMUSG00000007122,10.8018,10.3826,11.8856,5.40851,10.6789,9.52688,9.47085,10.9992,11.1972,8.63085,8.06062,8.24786,4.16884,5.42522
ENSMUSG00000031551,9.62018,9.43919,6.14827,6.76501,7.1654,5.26715,7.61905,4.27015,8.2662,8.02457,3.67591,3.68254,3.32872,3.35712
ENSMUSG00000020061,10.571,9.83434,11.3991,3.95438,9.87519,8.43144,8.97932,10.4825,11.2085,7.83864,7.94833,8.34526,3.76255,5.94935
ENSMUSG00000022040,10.5859,10.8133,10.7138,10.4731,10.8287,10.3065,10.6443,9.96663,9.91028,10.4275,7.67912,5.9458,4.716,3.79199
ENSMUSG00000031097,12.8816,12.5679,13.389,6.59545,12.7828,11.9034,11.979,13.0304,13.24,11.1374,10.6276,11.3312,5.75666,8.38791
ENSMUSG00000067786,9.75107,9.2079,8.78123,11.0709,8.59749,9.51151,9.25239,9.99756,9.18294,9.97433,6.00522,5.82335,3.42786,4.40049
ENSMUSG00000025911,9.77026,10.1027,9.79591,9.87294,9.83368,9.9718,9.67723,9.61136,9.1367,9.98402,6.52731,5.55897,3.9281,3.73114
ENSMUSG00000030592,10.3697,9.7801,11.4238,4.99935,10.1336,9.20659,9.20896,10.9361,11.2038,8.10559,7.91482,8.61567,3.5129,5.80556
ENSMUSG00000055782,8.94645,9.00974,9.11842,9.16967,8.94929,8.9252,9.25535,8.91912,8.59137,9.38306,5.12417,4.64832,3.34339,3.11845
ENSMUSG00000041653,9.84982,10.0747,9.73675,11.2376,10.1344,11.0138,11.2715,10.09,10.1496,11.2155,6.52525,6.24894,5.25026,4.76929
ENSMUSG00000020475,11.6159,11.2542,12.5109,5.79764,11.4296,10.3131,10.4693,11.7418,12.4384,9.65332,9.05151,9.6551,4.81314,6.8451
ENSMUSG00000021798,10.346,9.81036,11.1852,4.21778,10.0327,8.76102,8.81001,10.3206,11.1553,8.37577,7.58683,8.19602,4.09734,5.31333
ENSMUSG00000061816,13.5414,13.2728,13.7582,9.27345,13.4246,12.8412,12.8204,13.6099,13.6117,12.1674,11.9368,12.161,4.97204,9.68297
ENSMUSG00000046764,8.33099,8.44367,8.00554,8.62454,8.56396,8.60522,8.63248,8.11286,7.59667,8.56861,4.90635,3.8185,2.52179,2.8282
ENSMUSG00000040016,10.5479,10.8624,10.2822,10.0397,10.9632,10.2142,10.4081,8.96679,9.6474,10.7392,6.39307,5.82579,5.45415,4.48668
ENSMUSG00000022949,9.12677,9.02767,9.36075,9.91052,9.42769,9.30614,8.53254,9.39049,8.37827,7.80079,6.44312,4.20015,3.49339,3.96407
ENSMUSG00000040694,11.2557,10.4878,12.1879,5.47856,11.3566,10.2219,10.109,11.9606,12.0015,8.69106,8.14003,9.1383,5.66464,6.07398
ENSMUSG00000000440,9.47467,9.5498,9.30698,10.1771,9.13983,9.73098,9.8553,9.58999,9.29763,9.91102,6.28344,5.46283,3.92936,3.80017
ENSMUSG00000024747,9.33966,9.75177,9.24915,10.0005,8.68359,9.81016,10.3812,8.9409,9.34318,10.2833,6.0703,5.77675,3.72392,4.20758
ENSMUSG00000030747,11.177,11.4552,11.5581,12.05,11.4796,12.278,12.3122,10.9737,11.4756,12.2785,8.55543,8.05873,5.94142,5.85908
ENSMUSG00000005360,8.48531,8.79252,8.03392,8.84875,9.28737,8.26411,7.57749,8.33045,7.55211,8.76983,6.36913,4.03675,2.8669,2.7076
ENSMUSG00000047419,10.5348,9.71253,11.4301,5.36404,10.2312,8.96267,9.37556,10.9029,11.0972,8.05024,8.01977,8.3835,3.72026,5.73009
ENSMUSG00000044951,9.72449,9.30004,10.6889,4.7034,9.45578,8.35482,6.74053,9.19009,9.86267,7.10428,6.35737,7.4986,3.85724,3.77881
ENSMUSG00000015568,12.1774,12.5659,12.548,12.8754,12.5319,12.5025,12.7907,12.3787,12.0212,12.7386,9.49945,8.99709,6.78982,6.25602
ENSMUSG00000024972,8.95882,9.17095,8.84699,9.16792,9.24242,8.85752,8.65167,8.9763,7.98362,9.54905,5.33365,4.66573,3.38018,4.02736
ENSMUSG00000033022,12.468,12.698,12.4398,12.6674,12.6087,12.4993,12.5557,11.832,11.9332,12.734,9.01142,8.63197,7.17003,6.29015
ENSMUSG00000024990,11.0035,11.5255,11.4934,11.7378,10.8747,11.6329,11.4078,10.3279,10.543,11.8205,8.0282,8.5814,5.80982,4.86217
ENSMUSG00000027605,9.79419,10.68,10.1568,9.7653,9.68308,10.3847,9.82166,8.60907,9.165,10.758,6.78633,5.97694,4.34633,5.78015
ENSMUSG00000063632,4.19912,4.53883,3.68578,3.80029,3.51479,6.19092,6.57729,6.21695,6.93398,6.91943,6.58775,8.96832,11.1807,8.3033
ENSMUSG00000025488,11.5763,11.6057,11.9196,9.81092,11.5433,12.0776,11.5347,10.9731,11.6103,10.8391,9.63392,8.67614,4.6341,5.64581
ENSMUSG00000028773,10.2894,9.84832,10.8121,8.51272,10.4175,10.2301,10.005,10.1607,10.8123,8.95299,8.46181,7.11017,4.18155,4.38308
ENSMUSG00000030265,3.15511,2.98057,3.04029,3.38508,3.21283,3.30441,3.48918,3.40973,3.38256,3.325,9.26595,4.11456,8.48021,8.51482
ENSMUSG00000013936,7.85386,4.37887,6.53608,4.00131,3.58738,4.10095,3.98738,3.6778,7.34926,4.28658,4.68526,4.1508,3.81187,3.62102
ENSMUSG00000030495,8.55138,8.56788,8.66761,9.1314,8.81084,8.82717,8.60868,8.47993,8.00216,9.05871,4.83877,4.64462,3.49031,3.24406
ENSMUSG00000070385,9.73422,9.05302,10.7367,3.79066,9.42569,8.20696,8.81223,9.93694,10.5138,7.78512,7.04207,7.63319,4.28106,4.90389
ENSMUSG00000031519,8.89828,8.03776,9.37894,3.18286,8.67782,6.84831,7.35133,9.18474,8.8914,6.81094,6.45863,6.26922,2.39197,4.36448
ENSMUSG00000018893,11.6234,10.8191,12.3907,6.27594,11.0591,9.58482,10.0276,11.5078,12.0719,9.45937,9.22662,9.4402,4.66689,7.16101
ENSMUSG00000033044,8.76781,8.35113,9.98633,3.69094,8.8272,7.33995,7.52326,8.87289,9.63457,6.38101,5.67524,6.54381,3.39628,3.56216
ENSMUSG00000040046,8.44421,8.8385,7.32717,8.74773,7.82885,6.21775,8.57189,6.07285,9.19058,9.43152,3.89583,4.94845,3.25826,3.56305
ENSMUSG00000024411,7.52577,6.69589,8.1745,2.20335,7.42671,5.68645,5.53256,7.75284,7.62967,4.22449,3.44954,3.916,2.50582,2.8237
ENSMUSG00000075307,8.79423,7.84685,9.15982,2.732,8.51919,7.03947,7.36358,9.3169,8.99675,5.97061,6.46613,6.23247,2.99458,4.46471
ENSMUSG00000033860,6.6564,7.45952,9.39002,7.59739,8.81632,7.8105,6.20591,8.47697,4.49675,5.47344,3.08104,4.02553,3.26169,3.62277
ENSMUSG00000026414,3.29675,3.31803,3.61742,3.46012,3.42992,4.16891,5.36434,4.02306,5.96928,4.16056,6.93384,8.77414,9.71789,7.55289
ENSMUSG00000029378,11.4394,11.4282,7.23512,10.786,7.5113,7.13657,10.2337,3.94947,10.898,11.3088,9.08829,8.09067,8.84569,9.49707
ENSMUSG00000040666,9.40211,9.00307,10.3541,4.14459,9.23605,7.60632,7.98764,9.29605,9.87889,7.31923,6.93591,7.01904,3.57641,4.22893
ENSMUSG00000018796,8.94439,9.46402,9.2459,9.36956,9.28237,9.34733,9.40364,8.98255,8.70487,10.206,6.75931,5.68813,3.84477,4.01077
ENSMUSG00000039891,8.03097,7.20272,8.88965,2.66932,7.73456,6.30232,6.4648,8.27206,8.237,4.76441,5.14034,5.3801,2.41345,3.13205
ENSMUSG00000022206,9.59364,8.65257,8.38573,10.1297,8.29686,8.65431,10.9415,9.56563,9.26471,9.36708,5.70053,5.66932,3.94097,4.25014
ENSMUSG00000040181,10.4208,10.8699,10.3989,10.4159,10.5879,10.3187,9.52839,9.31469,9.85689,10.1333,6.90893,6.33397,4.7864,4.99018
ENSMUSG00000028132,9.7192,9.46634,9.38195,9.10896,9.89656,8.4845,8.33208,9.10335,8.34638,9.27586,5.71271,4.8217,3.56299,4.22458
ENSMUSG00000001622,13.1376,12.9453,12.5031,13.2382,12.6556,12.5447,12.3213,12.5025,12.8958,12.3238,12.731,7.50395,6.4163,9.2871
ENSMUSG00000002831,11.3132,10.9947,10.9165,12.144,10.9915,11.119,11.8464,11.0425,11.2676,11.2974,8.3883,7.88723,5.7552,5.25784
ENSMUSG00000057614,10.6028,10.5144,10.2014,10.7081,10.3512,10.1185,10.9508,10.3825,10.0743,10.7168,6.91341,6.51654,5.11829,5.11036
ENSMUSG00000028427,7.48282,7.4976,6.79792,7.24684,7.32987,6.83597,7.04322,7.36512,5.91316,7.68832,3.38111,2.62466,2.43108,2.332
ENSMUSG00000029154,3.51562,3.11935,3.21449,3.34562,3.08528,5.00367,7.18496,5.60389,5.86353,6.20021,6.0841,9.14661,7.74743,8.48689
ENSMUSG00000044086,7.71975,6.97678,8.74893,2.68947,7.64683,6.0341,6.46562,8.40118,8.37091,4.84447,4.98276,5.59658,2.5596,2.87415
ENSMUSG00000030711,10.9394,11.3725,10.9476,11.5898,11.2734,10.6533,10.4342,10.3319,10.4839,10.8271,6.82553,7.31354,5.41558,5.62742
ENSMUSG00000002500,9.26328,8.72291,10.2754,3.88966,9.10962,7.78956,7.95844,9.51256,10.0126,6.84547,6.50146,6.81134,4.14342,4.24352
ENSMUSG00000030275,3.27569,3.24265,2.80536,3.46662,3.38066,3.46565,3.25194,2.98158,3.36217,3.41627,9.22788,3.03777,7.78178,8.43389
ENSMUSG00000054619,11.4928,11.7611,11.0093,11.7665,11.5637,11.0318,10.9489,10.6137,10.9545,11.5826,7.73634,7.3428,6.17063,5.67427
ENSMUSG00000026258,5.35319,6.37686,5.74479,5.82354,5.86091,8.59287,9.71638,7.44729,8.90826,9.0458,8.04995,10.7782,11.7967,5.96088
ENSMUSG00000041220,10.2236,11.2277,11.139,10.3183,9.38342,11.851,10.6727,8.70206,10.7496,12.1062,8.62057,8.23017,6.88309,5.40905
ENSMUSG00000007097,11.0553,11.0453,11.6735,11.0647,11.483,10.8997,11.2784,11.2947,11.145,10.5495,10.7695,7.90846,5.01968,5.48041
ENSMUSG00000038170,10.3055,9.76674,11.1332,7.01827,10.1511,8.85853,8.97749,10.3547,10.8763,8.0632,7.79267,8.23267,3.74062,5.21506
ENSMUSG00000020264,9.7894,10.1844,9.9336,9.70658,10.1045,9.67612,9.45223,9.0239,9.0678,9.81856,6.93968,5.80264,4.46325,4.3809
ENSMUSG00000002997,10.4941,10.4479,9.92616,9.8152,10.5058,10.2144,9.85999,9.7779,9.16819,10.6218,8.63891,6.09227,5.11351,4.95795
ENSMUSG00000049112,9.26141,9.28845,8.78603,9.3627,9.46295,9.56259,8.45227,10.0521,8.95708,9.66141,5.00275,4.88365,3.961,5.51118
ENSMUSG00000029685,7.76577,7.67777,8.47375,3.19492,7.25993,5.59245,5.23443,7.64014,7.20227,5.6794,5.2611,4.72942,2.45776,2.46663
ENSMUSG00000019326,11.17,11.4443,11.4642,11.9777,11.3601,11.7113,12.0566,11.5747,11.3275,11.8131,8.10378,7.73342,6.64113,6.34754
ENSMUSG00000028834,8.90235,8.56332,9.8355,3.05237,8.2064,6.55877,6.44639,8.49103,8.5884,5.54374,6.18961,6.9129,3.20301,4.11568
ENSMUSG00000066361,8.31016,8.79497,7.86822,9.0384,8.65022,8.13945,8.32261,7.75597,7.7588,8.1514,4.50664,4.27393,2.90658,3.70736
ENSMUSG00000030785,10.8065,10.2188,11.772,5.89376,10.6227,9.69156,9.50249,10.8198,11.4953,8.7222,8.09842,8.68568,4.9328,6.22349
ENSMUSG00000020067,8.33649,7.59098,9.31821,3.38791,8.0886,7.0211,6.95301,8.64443,9.1685,5.99303,5.76452,6.19114,2.65732,4.33026
ENSMUSG00000079434,8.34097,6.89242,9.05305,3.54584,8.3877,7.22846,7.36601,8.76505,9.10528,4.93918,5.63164,6.47726,4.00819,4.84641
ENSMUSG00000022878,13.5035,13.6264,13.6102,13.7166,13.6081,13.6555,13.6213,13.5248,13.2905,13.7555,10.8854,10.3014,8.12219,7.91635
ENSMUSG00000040147,9.38578,9.5941,9.31814,9.32367,9.49805,9.13584,9.11674,9.02479,8.98287,9.38048,6.18911,5.74631,3.31592,4.72238
ENSMUSG00000036395,9.56078,9.5037,8.87819,9.4066,9.5426,7.82135,9.04615,7.99582,8.508,8.5558,4.42684,4.81708,4.14311,4.48852
ENSMUSG00000028399,8.38278,8.7012,8.22378,8.44414,8.1047,8.619,8.2527,7.6818,7.89213,8.17412,4.72191,4.50112,3.24112,3.10971
ENSMUSG00000026327,7.79595,8.16547,4.79831,3.802,6.92197,3.21572,3.24572,3.0446,5.162,3.52967,3.46632,3.08401,3.03121,3.38479
ENSMUSG00000007877,10.7217,10.4441,11.7622,5.70985,10.9332,9.60613,9.2056,10.8412,11.428,8.96455,8.92633,9.30363,5.51067,6.1057
ENSMUSG00000022519,10.0913,9.32197,10.922,4.87729,9.83027,8.59613,8.78684,10.196,10.4857,7.73761,7.79275,7.93875,4.13702,6.01011
ENSMUSG00000024049,9.61679,8.85763,10.4001,4.87362,9.4455,8.18936,8.35689,10.0148,10.3348,7.2081,6.861,7.5015,4.17596,4.80394
ENSMUSG00000024903,8.57015,8.04078,7.18314,9.68102,7.31965,7.55932,7.58702,7.15102,9.36256,8.04222,4.56101,4.99245,4.59601,4.73729
ENSMUSG00000000247,2.65723,2.80087,3.11769,2.75067,2.69063,3.05623,4.08819,3.19634,3.66422,4.60079,7.57918,7.4042,7.23275,7.20297
ENSMUSG00000042010,8.77737,9.00502,9.19048,8.75846,8.98856,9.40613,8.03289,7.71301,8.79957,9.44896,6.19762,5.66932,3.67956,3.86637
ENSMUSG00000029195,8.45358,8.73855,8.72455,8.84144,8.41041,8.46754,9.1761,8.35458,8.26191,8.52112,4.5695,4.51678,4.37713,3.83878
ENSMUSG00000050063,3.8936,3.67572,4.07197,3.76606,3.74772,4.14162,4.83165,3.89504,4.3305,4.66317,8.11553,8.36491,5.47263,9.93481
ENSMUSG00000074115,4.07351,3.73484,3.90974,8.43268,3.95812,4.13933,5.36902,3.95114,4.5053,3.95879,3.10928,3.3999,2.92279,2.89514
ENSMUSG00000032496,10.9233,11.3008,10.4925,11.318,10.9523,12.0708,12.4739,11.9912,12.5162,11.2031,9.2005,8.72968,5.95656,8.47262
ENSMUSG00000030244,7.85378,8.56357,8.04145,8.03519,7.57012,8.95109,8.50627,7.20019,7.80518,9.08418,5.65715,4.42182,3.31881,3.63763
ENSMUSG00000050808,9.91118,9.81287,9.07057,9.83459,10.7086,10.7326,10.0862,11.6633,10.6936,9.46468,9.33315,6.36097,4.71313,7.79154
ENSMUSG00000030996,8.61211,8.03455,9.84245,4.1252,8.48809,7.29191,7.32319,8.91732,9.33381,6.28725,6.39462,6.95646,2.90853,4.58485
ENSMUSG00000032311,7.8041,8.26645,8.31236,8.58614,8.01397,8.91364,8.04422,6.83564,7.90678,8.90053,5.11864,4.64695,3.51598,3.5673
ENSMUSG00000052374,9.31321,8.2612,9.97235,4.18323,8.93514,7.14101,7.40767,9.06607,9.66509,6.27302,6.82987,7.20694,4.05667,5.00551
ENSMUSG00000003123,9.80166,10.1983,10.1717,10.7061,9.95412,10.1588,9.96651,9.41477,9.77,10.4945,7.01314,6.58127,4.88053,5.39807
ENSMUSG00000003452,3.77667,3.72865,3.57055,3.72194,3.8457,3.65924,3.61764,3.73597,3.65344,3.2509,8.08181,3.30441,7.47676,9.34464
ENSMUSG00000050103,9.9277,9.98866,9.4912,9.41338,10.0986,8.96793,9.19679,9.20736,8.57353,9.72222,6.46982,5.66329,4.57101,4.5323
ENSMUSG00000023064,10.9846,10.8339,10.6259,11.8961,10.5633,11.1789,11.8142,11.0003,10.8524,10.9357,7.35142,8.15856,5.13368,7.16189
ENSMUSG00000040250,6.12971,6.17169,5.67168,6.24643,6.23428,6.35345,6.58466,6.61284,7.40814,6.4515,10.6307,7.36761,11.2796,11.5509
ENSMUSG00000030088,8.55409,9.31822,9.14159,9.73468,9.08983,9.47133,8.86355,8.2131,8.36587,9.35814,5.73511,5.91556,4.21149,4.54621
ENSMUSG00000055027,7.26194,6.51624,7.94219,2.7188,6.74273,5.42541,5.799,7.35078,7.26285,4.91464,4.18701,4.53643,1.98993,2.70708
ENSMUSG00000009633,10.3778,10.3916,9.97882,10.9995,10.873,11.2657,10.3942,10.3483,10.6818,10.9925,7.3122,7.20796,6.18399,5.46856
ENSMUSG00000032271,9.71773,9.73322,9.21552,10.1385,10.204,9.38905,9.99159,9.25068,9.1131,9.65,6.49492,5.89783,4.80804,5.11707
ENSMUSG00000079588,9.81937,9.30628,10.2755,8.86558,9.51987,9.13541,9.40108,9.82205,9.87513,9.02489,6.63506,6.85282,3.77508,4.72647
ENSMUSG00000035296,7.50128,6.71979,8.35022,2.80872,7.48151,5.45645,5.84402,7.74046,7.6698,4.60835,4.81515,4.66593,2.99927,2.9652
ENSMUSG00000028464,11.4219,10.9796,11.583,4.23336,11.5522,10.0551,9.70687,11.9548,11.1904,9.78065,9.62423,9.45336,8.19372,9.38613
ENSMUSG00000026355,7.56682,7.41437,3.65547,4.82694,7.1214,8.04454,8.81938,8.67467,8.03944,8.75563,10.2057,9.48535,11.0895,10.3597
ENSMUSG00000000805,6.90461,7.46359,6.98094,7.62659,7.27493,6.94218,6.73891,7.00719,6.44299,7.46649,3.08433,3.13625,2.72018,3.01309
ENSMUSG00000098318,3.63408,3.87273,3.36169,2.8101,3.91433,6.37921,7.56106,6.48554,6.41439,6.20384,8.21977,8.06377,7.77047,7.82184
ENSMUSG00000026834,7.68373,7.76979,7.05009,6.63943,7.73821,6.64247,6.97701,7.55764,5.90599,7.05323,3.91514,3.53863,2.75126,2.95816
ENSMUSG00000032487,3.9389,3.57546,3.6853,3.43815,3.78226,4.24651,5.26616,3.49353,4.53047,5.7426,7.71908,9.55233,6.34852,5.94945
ENSMUSG00000030279,6.57539,6.50123,6.21467,6.26958,6.40694,6.56813,6.95877,6.88875,7.21793,6.39178,11.377,6.94296,10.9364,11.6312
ENSMUSG00000037709,8.82289,9.27723,9.15132,9.43306,9.58319,8.92614,7.62434,8.08287,8.34517,8.6115,5.46306,5.00965,4.51711,3.79575
ENSMUSG00000023019,10.2388,10.6758,10.8047,10.6132,10.1199,11.5911,10.5078,9.70587,10.4686,11.0096,8.5065,7.66404,5.50341,6.07865
ENSMUSG00000008658,7.5847,7.09134,8.7783,3.22348,7.80006,6.40082,6.61721,8.20991,8.46688,5.38906,5.25986,5.83435,2.801,3.86437
ENSMUSG00000024526,10.9545,11.0963,11.3915,8.83937,10.825,11.8338,10.951,9.5348,10.5419,10.373,9.60394,8.18993,5.20084,6.40819
ENSMUSG00000045569,7.42557,7.70986,7.6474,8.26857,7.24776,7.66056,7.94681,7.7025,7.44889,7.92592,4.19477,4.27393,3.16393,2.79871
ENSMUSG00000046275,8.19345,8.24124,8.25578,9.12855,8.71297,9.5702,9.57222,8.58735,8.23877,9.6579,6.22707,5.21474,4.69333,4.05701
