ensembl,WT1,WT2,WT3,WT4,WT5,MT16W1,MT16W2,MT16W3,MT16W4,MT16W5,MT20W1,MT20W2,MT20W3,MT20W4
ENSMUSG00000055415,4.21706,4.82326,6.02721,5.23162,5.82416,7.15001,7.6398,7.33437,7.35575,7.34281,7.03625,8.26697,8.088,7.35021
ENSMUSG00000056025,7.21327,7.07287,7.01429,6.76042,7.06182,7.22058,6.58908,7.73895,6.21947,6.61609,5.92785,4.1784,3.7418,8.49977
ENSMUSG00000000782,7.01626,6.68571,5.63609,5.54268,5.83935,5.89131,6.17914,5.88068,5.95971,6.65603,7.97742,7.58537,9.05155,9.19784
ENSMUSG00000042029,6.23763,6.33315,4.76456,4.99774,5.9949,6.54867,7.00714,6.62418,6.65519,6.89734,8.79706,7.83017,9.16431,8.62564
ENSMUSG00000020154,8.87397,8.74206,8.98604,9.0601,8.84091,8.97723,8.84712,8.93581,8.80853,8.61123,6.81453,6.44793,5.67246,5.7182
ENSMUSG00000034055,8.30022,7.73318,9.07952,5.83629,8.11735,7.08136,7.42085,8.50188,8.77683,6.81795,5.86117,6.84217,5.88394,5.32252
ENSMUSG00000033327,9.07495,9.04081,9.84532,10.0568,9.58583,10.2004,9.54442,9.78381,9.79709,9.24512,7.98947,7.52403,6.36823,6.53047
ENSMUSG00000096916,4.18679,3.86448,3.64054,3.5902,3.73732,3.6017,4.06764,3.97397,4.35744,3.9002,5.75792,4.18029,5.78507,8.33052
ENSMUSG00000037379,8.28044,8.19634,7.71861,8.4246,7.9408,7.54637,8.10731,8.00763,8.15352,8.34182,6.00751,5.67934,4.356,5.62414
ENSMUSG00000003271,4.94503,5.2096,5.33986,5.65998,5.53141,5.7652,7.05943,6.1817,6.30463,6.62363,7.38269,7.93443,8.36032,9.1056
ENSMUSG00000029822,6.66777,6.99443,6.58816,6.96564,6.79134,7.59762,8.87478,7.90139,8.16893,8.1985,8.37062,10.5376,9.70854,9.00917
ENSMUSG00000026494,5.58256,5.48409,4.1474,4.65148,4.98348,5.00011,5.3914,4.76354,5.3056,5.0527,7.04978,8.36956,7.71317,6.07259
ENSMUSG00000006715,7.83272,8.0434,6.93095,6.53868,7.76415,8.4343,8.89193,8.41092,8.79395,8.55415,10.4704,9.99757,10.657,10.218
ENSMUSG00000026779,3.65269,4.0211,3.14282,3.59885,3.71425,4.08146,4.58357,4.61029,4.24272,3.89484,6.81173,5.7089,6.67087,6.9387
ENSMUSG00000026589,6.62026,6.73293,6.45405,6.85076,6.83327,5.70882,5.97559,6.40886,5.86629,6.08041,4.56563,4.10708,3.63435,3.38822
ENSMUSG00000062510,3.98413,3.90149,3.39834,3.88137,4.2832,4.77252,5.24845,4.81097,4.98044,4.73998,7.05481,6.03194,7.38596,6.89869
ENSMUSG00000029281,8.52523,7.81245,8.60937,5.42316,8.26349,6.73105,6.64665,8.33774,7.80761,6.82503,6.34522,5.82449,5.47247,5.38361
ENSMUSG00000078680,4.6417,6.36246,3.80141,4.43688,5.06604,2.94314,3.1817,2.7089,3.67706,3.63342,3.05297,3.3162,2.88654,3.26272
ENSMUSG00000047143,3.32426,3.13065,3.34396,3.26864,3.42142,3.48027,3.93594,3.59247,3.96695,3.60371,5.54929,4.78926,7.42739,5.97194
ENSMUSG00000001604,6.83407,6.48071,7.83831,3.69765,6.96281,5.97894,5.61323,7.08559,7.42559,5.15009,5.05237,5.67822,4.24148,4.71442
ENSMUSG00000047976,5.78432,5.81136,6.08608,5.95102,5.38114,5.47284,5.03929,5.82235,5.5095,4.95918,2.88151,3.15637,3.25085,2.94267
ENSMUSG00000042808,4.71568,4.55755,4.65094,4.71467,4.38316,4.74303,4.58889,4.39486,4.8233,4.34764,8.35733,4.45176,8.03725,4.332
ENSMUSG00000032826,6.42874,6.35789,6.39604,6.68248,6.1394,6.39304,6.14375,6.4507,6.05033,5.28115,4.00269,4.04672,3.11272,3.14519
ENSMUSG00000004360,5.9747,6.00407,6.51957,5.0469,6.14941,5.48399,4.7692,5.90764,5.98856,5.07017,3.81199,3.13512,3.33352,3.23884
ENSMUSG00000025270,7.08376,7.0376,7.72015,6.8894,7.16948,5.62888,6.40204,6.12783,7.22325,6.55735,4.96474,4.79758,4.15818,4.67315
ENSMUSG00000036764,8.39849,8.59073,9.50194,8.34464,9.53973,8.08135,8.12432,8.64479,8.32901,7.68233,6.19032,5.81219,6.39844,5.56972
ENSMUSG00000023078,7.12331,7.23909,6.98848,8.14256,7.75919,5.55553,6.97038,6.25037,6.62898,7.10573,5.4614,7.51344,6.45198,6.08485
ENSMUSG00000034349,8.70497,9.10879,8.4497,8.40889,9.46678,9.74638,10.2441,10.3555,9.54051,10.0024,11.6177,11.566,12.1241,11.8771
ENSMUSG00000026697,6.99067,6.56431,8.24429,5.68699,7.17103,6.81241,6.70054,7.3198,7.36611,5.68274,4.88926,5.39364,4.22239,4.31268
ENSMUSG00000023861,11.5244,11.8746,11.9803,11.5368,11.5031,12.0636,11.5109,11.0475,11.341,12.2097,9.84834,9.67381,9.33359,8.30952
ENSMUSG00000026938,9.53612,9.7067,9.04221,9.48626,9.34395,8.33372,8.80504,8.01385,9.18367,9.05808,8.02799,7.03557,5.622,6.06273
ENSMUSG00000058427,2.69123,3.41641,3.12058,2.74692,2.55366,3.16283,3.17584,2.72343,3.44636,2.86661,3.86395,4.95917,5.59318,4.88039
ENSMUSG00000020000,7.97977,7.84398,6.48538,6.0627,7.7808,6.02515,6.18727,6.7761,7.5389,6.71455,7.26998,9.39145,10.2891,6.78505
ENSMUSG00000033544,6.25036,6.13577,7.1371,5.5741,7.06722,6.02775,5.04858,6.43189,6.55423,4.44556,4.93691,4.76025,3.20332,3.8016
ENSMUSG00000020722,7.04431,6.3827,8.01334,4.05434,6.70808,5.86463,5.93349,7.3263,7.74903,5.35142,5.63025,5.66932,4.15804,4.71973
ENSMUSG00000001930,8.12529,8.01256,8.09331,8.27812,8.08245,8.34923,8.0043,8.44397,8.56831,7.77732,5.68807,6.17901,4.61853,5.58413
ENSMUSG00000027940,5.89182,5.00851,4.60247,4.2883,4.00448,4.74538,5.1279,4.8294,6.57053,4.38916,6.10373,6.15836,5.38649,5.61207
ENSMUSG00000030494,7.21357,6.7003,6.53409,6.85966,7.48868,7.25555,6.7704,7.96103,6.64323,6.77248,4.5208,4.64246,3.85003,7.8969
ENSMUSG00000069793,6.80057,6.87009,5.94416,5.93736,6.50898,7.54826,7.99151,7.52897,7.88574,7.357,9.22609,8.79544,9.59304,9.52831
ENSMUSG00000002459,5.22511,5.17814,5.28631,5.37895,5.2542,6.25938,7.07336,6.64706,6.48655,6.24635,7.99993,7.59033,8.85846,8.3229
ENSMUSG00000002297,7.28288,7.25288,5.61822,5.90816,7.13617,7.19929,8.04593,7.72655,7.57444,7.64889,9.07912,9.52122,9.61974,9.22203
ENSMUSG00000028517,10.0351,10.1364,10.3099,10.782,10.1329,10.4286,10.0244,10.2316,10.1759,9.94065,8.32629,7.68742,7.03641,7.46433
ENSMUSG00000034634,9.79045,9.42779,10.0133,10.0728,9.48347,10.1731,10.888,9.93137,10.1983,10.5668,9.08854,11.6916,12.4229,9.74431
ENSMUSG00000058290,5.80947,5.86522,4.46774,5.14993,5.68449,6.81393,7.28473,6.23452,6.70629,6.772,8.00793,8.42027,8.42865,8.16279
ENSMUSG00000028383,9.76116,9.90278,9.64972,9.68091,10.0006,9.43476,9.49942,9.55078,9.24568,9.76309,7.67875,7.40269,6.2442,6.99127
ENSMUSG00000019997,7.64768,7.80455,8.11879,8.38474,8.14356,9.50187,9.11833,9.08159,8.83113,9.00399,10.8018,11.2048,11.304,10.3244
ENSMUSG00000031204,6.24512,5.3787,6.98591,4.25398,5.77656,5.47598,5.9965,6.58671,7.00293,4.0675,4.45105,4.69058,3.43976,3.85188
ENSMUSG00000041886,6.06176,5.56865,5.48666,5.2629,5.97861,6.09429,7.25625,6.94528,6.22321,6.35626,7.73026,7.97445,8.91683,9.02108
ENSMUSG00000027709,9.53224,9.69458,9.61912,9.93797,9.45366,9.71568,9.82478,9.08901,9.36148,9.6654,7.47038,6.88856,6.83152,6.82031
ENSMUSG00000042251,6.16915,6.35701,5.54286,6.22884,6.27244,6.54438,6.56859,5.73256,5.34923,6.2808,3.67461,4.99236,2.44359,5.88765
ENSMUSG00000043629,6.7544,6.76319,6.90154,7.6578,7.20738,6.18049,6.11787,6.69535,6.79347,5.98263,4.33413,4.66321,3.80258,3.90974
ENSMUSG00000025813,6.59324,6.76603,6.61954,7.08928,6.74245,7.31408,7.36986,7.3909,7.34145,6.99036,6.6398,4.96622,3.79993,3.99167
ENSMUSG00000000204,5.84299,5.24962,4.7434,5.21537,5.0979,4.86111,5.75923,4.88682,6.1483,5.64408,6.27049,6.76077,6.52052,9.46283
ENSMUSG00000048960,7.14477,7.0483,6.84703,6.96039,7.27581,6.72187,6.24556,6.74003,5.95724,6.61861,5.23961,3.97045,3.95745,3.89406
ENSMUSG00000031808,9.26182,9.71725,9.52068,9.22252,9.90996,9.28498,8.25696,8.42564,9.00589,9.82508,6.88715,7.54375,7.0715,6.96382
ENSMUSG00000078566,11.9017,11.8755,12.0633,12.3988,12.2715,11.6563,11.7327,11.9291,11.7003,11.9322,9.73876,9.55687,9.61162,8.46331
ENSMUSG00000026109,8.58091,8.53208,9.18956,9.19781,8.84431,8.66017,8.36113,8.34853,8.81078,8.25614,6.84207,7.34381,5.34217,5.52837
ENSMUSG00000028976,5.41227,6.03817,6.06273,5.46306,5.10396,7.59218,5.99093,4.62843,5.57425,6.98024,4.31556,4.98485,4.66288,4.65147
ENSMUSG00000006678,7.5148,7.36981,5.88345,6.51206,7.23015,7.9389,8.57743,8.06962,8.10188,8.41781,9.38732,9.45876,10.5041,9.53115
ENSMUSG00000022894,9.29101,8.8863,9.11743,9.34615,8.78916,9.05682,10.5355,9.86879,9.36343,9.16519,8.22573,7.74746,6.02279,6.34488
ENSMUSG00000051373,6.50728,5.93717,6.86963,4.10289,6.01584,5.01491,5.38293,6.17792,6.65196,4.41278,4.31699,4.18282,3.35455,3.38981
ENSMUSG00000026073,7.53706,7.42641,7.86554,8.85278,7.85881,7.37358,7.21468,7.54924,7.64539,7.46805,5.10629,5.6304,4.90655,5.44674
ENSMUSG00000041378,8.12461,8.04793,8.46664,8.64539,7.52265,8.11687,8.57187,8.67243,8.12655,7.76218,6.61132,6.17232,5.50302,5.51468
ENSMUSG00000030630,9.10739,9.41867,9.24765,9.64888,9.14477,9.48767,9.51584,8.74163,9.09548,9.25731,7.45593,7.08889,6.01054,6.89852
ENSMUSG00000022707,8.50749,8.73053,8.57403,8.39358,8.10488,8.99037,8.16323,7.59036,8.13325,9.23966,6.90629,6.32886,6.14603,6.07433
ENSMUSG00000040102,7.05933,7.07398,6.60748,7.25683,6.89999,7.03261,6.8272,6.87378,7.23837,6.9424,9.30751,7.07002,9.82779,10.5764
ENSMUSG00000032400,6.88458,6.61752,4.89813,4.60782,6.56458,6.94957,7.35607,7.10929,7.37513,7.12125,8.4724,8.2843,8.28509,8.91619
ENSMUSG00000027333,3.47482,3.57143,3.16933,3.24523,2.94202,3.08953,3.44037,3.08901,3.52479,3.36033,6.09836,4.4049,6.16647,6.45816
ENSMUSG00000035473,8.02129,8.09992,8.13769,8.32083,8.06444,8.0958,7.84345,7.74354,7.74649,8.29357,6.44002,5.57216,4.93631,5.07696
ENSMUSG00000056380,2.62785,2.65906,2.8237,3.07684,2.72367,2.58772,2.75034,2.43688,2.91086,2.79678,2.68391,3.98725,7.55595,2.75865
ENSMUSG00000048251,4.46203,4.64882,3.77169,4.62149,4.31003,4.9168,5.20533,4.71051,5.68534,4.68831,4.67855,7.32791,7.99983,6.57975
ENSMUSG00000054146,7.06868,7.65828,6.17431,6.78949,8.17126,5.36996,5.56996,6.8201,6.77295,5.6261,4.80737,6.49966,4.39916,4.31679
ENSMUSG00000079055,6.88144,6.25642,8.16424,4.7298,6.65996,5.64369,5.17683,7.07412,7.44132,5.0817,5.08158,5.35966,4.32093,4.09993
ENSMUSG00000001240,9.00144,9.08813,8.92622,9.66155,9.08133,9.18273,8.52295,8.88363,8.74373,8.9999,7.1784,6.47905,5.67779,6.24746
ENSMUSG00000028255,6.62845,6.14187,3.51177,3.54607,3.72617,3.18404,3.55346,2.77608,3.71036,3.26263,2.98048,3.16716,2.69819,3.14677
ENSMUSG00000027496,6.48531,6.51231,5.56445,4.84122,6.60382,6.43395,7.06171,6.72823,6.99448,6.49678,8.60155,8.25439,8.20975,9.08195
ENSMUSG00000030732,4.86415,4.34022,4.51755,5.45117,4.68824,4.62972,5.40614,4.77942,6.87076,5.56562,3.22329,4.07884,3.81061,4.02849
ENSMUSG00000053062,7.81118,7.68407,7.61591,7.49441,7.71819,8.04577,7.29669,7.99418,7.38212,7.82662,6.51455,4.6726,4.51786,5.36135
ENSMUSG00000030301,4.92359,5.2683,5.29386,5.08393,5.12213,5.21204,5.04455,5.12845,5.30877,4.78744,7.58056,5.38254,7.39687,9.07183
ENSMUSG00000017344,6.89231,7.2062,7.17213,7.29792,6.95916,7.41345,6.8742,7.21006,6.8669,6.84242,4.97143,5.08399,3.53517,4.40369
ENSMUSG00000019773,6.81255,6.87697,5.32792,5.8306,6.82817,7.52337,7.97636,7.63525,7.88435,7.72799,9.19269,8.73522,9.16179,9.12613
ENSMUSG00000028786,5.99807,5.96153,4.81677,5.00367,6.2875,6.71214,7.52514,6.47569,6.79185,7.04867,7.832,8.53167,8.0608,8.24042
ENSMUSG00000013089,7.59333,7.29588,5.60753,6.2097,5.94562,6.03641,6.96803,6.2055,6.92458,6.50911,10.1787,6.57194,8.25998,9.09992
ENSMUSG00000051378,5.75195,5.84312,4.60247,4.36458,5.51481,6.22389,6.65419,6.24624,6.22822,6.46464,8.15279,7.71899,7.91542,8.04205
ENSMUSG00000070880,2.6071,2.53701,2.4692,2.54263,2.55148,2.83949,2.81902,2.8237,2.59762,2.58347,6.9554,2.72714,4.13476,4.87665
ENSMUSG00000028328,9.02166,8.44173,9.82746,7.32632,8.96835,7.89651,8.00197,9.12398,9.53299,7.47082,6.69943,7.0551,6.05857,6.28011
ENSMUSG00000017550,5.86241,5.7308,4.6212,4.52052,5.51761,6.21957,6.79398,6.56573,6.36251,6.31368,8.13999,7.42734,8.49075,8.27636
ENSMUSG00000032377,6.89926,6.92951,6.22386,6.71498,6.83618,6.34194,6.2789,6.38907,5.88792,6.54873,4.15961,4.40262,3.35141,3.60004
ENSMUSG00000038227,6.47085,5.85882,6.91145,3.59965,6.02815,5.37496,5.24767,6.59262,6.77777,4.37868,3.71555,4.57413,4.89504,3.64298
ENSMUSG00000030259,3.84153,3.79375,3.68107,4.06896,4.11136,3.93485,3.85227,3.24605,3.72587,3.78968,6.74217,4.12677,6.94468,6.55106
ENSMUSG00000024304,6.88786,6.71163,6.13653,5.91562,6.57003,6.26334,5.58821,6.3869,5.10468,5.58803,9.18811,8.79942,6.79564,4.21648
ENSMUSG00000039419,6.83633,6.63273,6.64155,7.21402,6.40486,5.15903,6.04754,5.99366,6.14028,6.55389,4.78389,4.15911,3.3247,3.5117
ENSMUSG00000022240,5.87473,5.69853,4.66044,4.84074,5.93927,4.76698,4.63718,4.63879,4.58122,4.52305,8.00688,4.27393,2.8237,3.67517
ENSMUSG00000078302,3.43338,3.70255,3.86161,4.07581,3.31175,4.78032,4.69004,4.423,3.97046,3.91979,3.61708,6.51929,7.3983,3.02451
ENSMUSG00000070803,5.56032,5.85827,5.5275,6.63799,6.23542,8.23489,8.08037,8.17435,8.14225,8.39612,8.75659,8.25948,7.77266,7.68661
ENSMUSG00000020102,6.98097,7.17474,6.81321,7.46847,7.0294,7.26625,7.18842,6.7896,6.53423,7.46911,4.71419,5.05157,4.54835,4.26138
ENSMUSG00000056394,8.01127,7.80842,6.45389,6.78178,7.54752,8.46638,9.10652,8.4714,8.95247,8.37653,10.0909,10.0681,9.65854,10.2292
ENSMUSG00000041548,9.06543,8.97805,9.59498,9.02505,9.15531,9.45591,9.11984,9.13955,9.38119,9.33532,6.96825,7.86245,5.74594,6.52616
ENSMUSG00000029449,6.08904,6.42734,5.80696,6.42024,5.97942,6.84627,6.37735,5.85281,5.9197,7.09808,4.41326,4.30225,5.16203,4.37137
ENSMUSG00000028005,6.48254,6.42522,6.06328,6.61457,6.2956,6.69275,6.37251,6.92683,6.16472,6.76692,5.47075,3.30145,3.83611,3.81354
ENSMUSG00000063727,3.2008,3.30881,2.49771,2.96472,3.36432,2.8819,2.89259,3.15982,2.35229,3.0325,4.71163,5.59948,6.65323,4.4217
ENSMUSG00000027331,4.9546,5.15354,4.51114,3.94734,5.77298,5.37359,5.78279,5.43997,5.37117,4.96838,7.77075,6.57349,7.34134,7.75825
ENSMUSG00000039652,6.13992,6.43827,7.0091,6.44456,6.53899,6.05101,6.68306,6.57756,6.76421,6.30092,5.16395,4.68184,3.41332,3.441
ENSMUSG00000027217,6.31938,6.85461,6.33701,7.38897,6.62913,7.06171,6.57152,6.23789,6.14512,7.22071,4.96698,4.40598,4.43213,3.71463
ENSMUSG00000054662,4.16041,4.09043,3.98466,3.51869,4.39733,5.46306,5.92402,5.14028,5.28472,5.29214,6.83011,6.59899,6.63886,7.14243
ENSMUSG00000026888,7.82301,7.53057,8.3683,7.39218,8.23867,7.71068,8.81762,8.47252,8.05884,6.62294,7.41436,6.21245,6.07058,3.98405
ENSMUSG00000059447,11.8864,12.0438,11.9816,11.3309,11.7662,12.2169,11.833,11.4313,11.6964,11.8198,10.5744,10.0235,8.84933,8.35585
ENSMUSG00000026070,5.89403,5.64397,5.50439,5.52955,5.98699,6.1925,7.28766,6.47613,6.79519,6.82616,5.75668,8.17463,9.88696,6.7983
ENSMUSG00000031543,6.54479,6.40603,7.04682,4.67086,6.23426,5.64113,5.87235,6.42993,7.49085,5.20979,4.2943,5.19856,3.78729,3.84572
ENSMUSG00000098090,3.79477,3.94201,2.81039,3.51918,3.85227,4.10306,4.57062,4.83265,4.40529,4.25133,6.54647,5.36485,6.81505,6.18177
ENSMUSG00000037572,6.61367,6.44901,5.44816,5.40637,6.27244,6.84808,7.53727,7.01507,7.31285,6.81358,8.80649,8.93067,8.75375,8.75926
ENSMUSG00000058729,6.25737,6.01234,5.56052,5.43118,6.07625,6.54008,6.82833,6.85954,6.55326,6.5041,8.73196,7.47486,9.44322,8.84068
ENSMUSG00000062329,7.39919,7.30888,7.59966,7.36409,7.66729,7.55087,7.03111,7.38455,7.20269,6.74727,8.66335,5.41418,4.25073,4.09443
ENSMUSG00000041729,7.76747,7.41501,7.44256,7.78438,7.48108,7.62555,7.28269,7.43238,7.50854,7.48032,5.51945,5.6039,5.0136,4.03715
ENSMUSG00000024011,9.29702,9.44469,9.63633,10.3318,9.3365,8.94702,9.12629,8.93822,9.43123,9.0334,7.21084,7.64458,6.61082,6.2105
ENSMUSG00000037095,10.439,10.2775,8.96449,11.1247,9.04251,9.91536,9.67619,9.35746,9.8785,10.4109,8.78355,8.1608,6.65387,7.21098
ENSMUSG00000022021,5.02744,4.8345,4.19667,4.05267,4.80474,5.30947,6.29144,5.44175,5.98859,5.85166,7.18738,7.54925,7.20153,7.15563
ENSMUSG00000063130,4.73311,5.30025,3.59745,4.88245,4.99184,5.79027,6.61241,6.50577,6.06354,5.92558,6.07133,7.71575,6.27942,4.47656
ENSMUSG00000031936,4.33653,5.00321,4.66516,5.48244,4.37328,6.21728,6.78459,3.78989,5.32659,6.41218,3.57252,3.84756,4.0086,4.32785
ENSMUSG00000029910,8.50111,8.4832,6.98545,7.02436,8.12015,8.46172,9.449,8.81764,9.07437,8.94161,10.7114,10.5952,10.3437,10.4779
ENSMUSG00000001508,7.67807,6.93338,8.55433,4.84949,7.24056,6.45482,6.28615,7.73397,8.28498,6.10001,5.70961,5.98368,5.09414,5.19952
ENSMUSG00000034460,5.15734,4.62215,5.10728,2.89536,5.40571,4.21344,4.01547,5.59164,4.99557,3.75879,5.49342,4.50143,7.66197,7.25373
ENSMUSG00000019987,6.61531,6.39423,7.56948,8.4246,7.32896,7.41122,8.37809,7.97448,7.78669,8.31947,7.63133,11.1674,8.8761,9.64596
ENSMUSG00000057729,8.81716,8.74262,7.18834,9.55777,8.2748,7.51068,7.15762,7.34675,8.71425,9.13828,5.98098,6.26615,6.70101,6.14637
ENSMUSG00000018169,7.23616,7.74787,8.06537,8.15442,8.02437,7.76368,7.28139,7.43632,7.24367,8.16883,5.88867,5.36722,5.06317,5.33707
ENSMUSG00000029287,10.9514,10.7535,10.7466,11.165,10.9184,10.988,10.801,11.0581,10.7758,10.5316,9.24082,9.22681,7.45013,7.76755
ENSMUSG00000057060,6.41127,6.97781,6.04056,6.49672,6.29738,5.34557,5.97324,5.79688,7.03492,6.32619,3.75409,3.90432,3.91995,3.75484
ENSMUSG00000032372,5.83079,6.24707,4.75733,5.47601,6.28819,6.81426,6.49467,8.15438,6.27795,6.9951,6.51085,5.44336,7.39439,7.87682
ENSMUSG00000035000,8.23338,8.37445,8.63263,8.92274,8.74753,7.53108,7.97074,7.86966,8.30639,7.46345,6.2987,6.15876,5.14335,5.78106
ENSMUSG00000050953,5.33127,5.42284,4.97046,4.70118,4.87318,5.43154,6.84596,5.19134,5.73113,5.87698,7.85142,8.8027,7.58497,5.58163
ENSMUSG00000071178,7.08136,7.01262,7.35404,7.88133,6.82224,7.87454,9.34704,6.94898,7.17615,7.41196,6.4879,5.68703,5.17391,4.96866
ENSMUSG00000040234,6.9052,6.93062,6.57069,6.88312,6.9647,6.56482,6.64035,6.87193,6.44326,6.84206,9.94427,6.51532,9.00316,9.97993
ENSMUSG00000037628,5.30032,5.55554,4.82008,3.96978,5.5741,5.71184,6.65997,5.84255,5.78671,5.83867,7.04688,7.59219,7.49935,7.00368
ENSMUSG00000044948,4.89691,5.06114,4.56637,4.95782,5.07306,5.40073,5.7882,5.40136,5.77296,5.33807,7.07648,7.88935,8.09724,7.73422
ENSMUSG00000079168,8.29593,8.50188,8.08758,8.73058,7.90255,8.39602,7.8541,8.15694,8.1352,8.07286,6.95486,6.47008,4.65506,5.40215
ENSMUSG00000027641,4.22504,4.40915,3.2931,3.00445,3.57772,3.75841,4.70056,3.88232,3.9588,3.78946,6.57449,5.34894,6.09828,7.13174
ENSMUSG00000071847,8.25955,8.3155,7.87444,8.77986,8.2683,7.7274,8.02982,8.13826,7.62746,8.38863,5.51325,6.35899,5.46521,5.74924
ENSMUSG00000057054,6.25169,6.52886,6.71382,6.75499,6.66101,6.00381,6.39153,5.92902,5.96813,6.42437,4.13389,4.14484,3.59685,3.86996
ENSMUSG00000036446,12.836,12.8631,12.4394,12.6497,12.6554,12.1314,12.3212,12.3038,12.2374,12.2862,10.5608,10.4166,8.86109,9.98786
ENSMUSG00000041577,9.75753,9.39928,9.28427,10.669,9.37974,10.0566,9.77619,9.77333,9.63066,9.80596,7.75835,7.83375,6.30553,7.38251
ENSMUSG00000024803,3.2024,3.30339,3.22111,3.36073,2.63729,4.01159,4.89997,3.97151,3.76234,4.15702,5.52769,6.07488,6.34795,5.49136
ENSMUSG00000055675,8.28689,8.41585,8.88557,9.05254,9.08075,9.13848,8.71224,8.92299,8.75648,8.85167,7.29413,6.68254,5.73953,6.34314
ENSMUSG00000024395,8.82798,8.93343,9.041,9.34071,8.95518,8.85333,8.72955,8.5496,8.84101,8.79256,6.60976,6.60801,6.14961,5.93189
ENSMUSG00000003541,7.76617,7.72465,7.32271,7.00309,7.64663,7.7004,8.2822,7.67603,8.32613,8.04987,11.202,9.37758,10.3186,9.36452
ENSMUSG00000005233,7.10662,7.28579,5.05108,5.31207,7.01553,6.78547,7.24893,6.94833,7.0257,6.92753,9.13752,8.28309,8.58032,8.9916
ENSMUSG00000037466,6.25998,5.61644,4.33776,5.58268,5.79018,6.51463,7.05272,6.34608,6.67318,6.55875,8.26314,7.9053,9.01218,7.99234
ENSMUSG00000044641,4.72642,4.68405,4.72081,4.46783,5.09274,5.59138,5.53339,5.95386,5.50007,5.42596,7.31034,6.29158,7.32314,8.7284
ENSMUSG00000026131,10.0242,10.0778,10.4172,10.0924,10.0414,10.3348,9.95579,10.2227,10.1569,9.74078,8.30646,8.2071,7.40971,6.60972
ENSMUSG00000025885,4.88985,5.1298,4.73617,4.09183,5.47059,6.24214,6.92936,6.28053,6.17915,6.43242,7.6447,7.84451,7.99606,7.36057
ENSMUSG00000021898,5.08261,4.03063,5.74189,2.92155,4.53226,3.40913,3.71378,5.24561,5.22462,3.32098,2.74313,3.37572,2.33309,2.19541
ENSMUSG00000054115,6.13251,6.19329,4.83343,5.45569,5.93913,6.57202,6.75967,6.52693,6.90448,6.59826,8.61281,7.98576,8.7822,8.57036
ENSMUSG00000019214,4.21591,4.31625,3.21951,3.85312,3.96922,5.09668,5.23791,4.83961,4.90598,4.93258,6.49893,6.33785,6.87614,6.62847
ENSMUSG00000035095,4.07073,4.03637,3.90974,4.09122,3.72438,4.09076,4.73503,4.22427,4.76784,5.23363,5.90217,8.33633,5.67351,5.86962
ENSMUSG00000057406,5.94479,5.99043,5.35939,5.37496,5.60062,6.74768,6.98099,6.65063,7.0186,6.77879,8.07304,8.70275,8.92645,8.12428
ENSMUSG00000007646,3.29269,3.49561,3.33819,2.80464,3.61887,4.53294,4.53063,3.98265,3.73841,4.08503,5.97779,5.91899,5.96576,6.35398
ENSMUSG00000031629,5.60911,5.89082,4.80394,4.60247,5.43527,6.08744,6.67442,6.28033,6.0854,6.34892,8.27431,7.34493,8.23313,8.44783
ENSMUSG00000051748,8.27351,7.65571,7.15155,9.01717,6.97631,7.08226,8.33208,6.50532,7.63761,7.85139,6.75247,6.60882,4.97559,4.93639
ENSMUSG00000003824,7.6501,7.69269,6.41724,6.56328,7.65247,8.31928,8.8549,8.25923,8.53678,8.72034,9.55721,10.3331,9.79405,9.89316
ENSMUSG00000002289,11.1079,11.1593,11.2914,11.4267,11.2026,9.69233,9.98747,10.2655,9.76148,9.78532,9.00506,9.33346,8.54463,8.31567
ENSMUSG00000044201,4.53723,4.76588,3.73995,3.81062,5.0243,5.21326,6.15118,5.36852,5.57425,5.432,7.29094,7.17175,6.66963,7.09383
ENSMUSG00000045502,7.76194,7.91362,7.74296,7.29275,6.90517,7.10122,6.43424,6.55736,6.8202,7.40326,4.72729,5.65121,5.11068,4.69783
ENSMUSG00000020333,5.97729,5.18821,6.68702,3.49551,5.3911,4.43617,4.65547,6.23308,6.48421,3.43904,3.87628,4.11679,3.55627,4.10941
ENSMUSG00000074604,7.11548,7.74232,7.49477,7.64267,7.07512,7.32845,7.13534,5.6778,7.0974,8.02275,4.75032,5.00288,7.38252,4.99439
ENSMUSG00000021094,10.2913,10.8727,10.5952,10.7417,10.3712,11.013,10.8966,9.74212,10.323,10.8943,8.96126,8.25486,7.55128,8.53802
ENSMUSG00000072082,5.16326,4.98457,3.97265,4.5292,5.02974,5.4649,6.0417,5.18196,6.06,5.50717,7.37678,7.20067,7.7295,7.37404
ENSMUSG00000021456,7.85732,6.89047,8.06799,4.87228,7.3311,6.78922,6.65501,7.58366,8.32625,5.82908,5.62785,6.47726,4.6797,5.34629
ENSMUSG00000041219,7.88463,7.74197,6.1833,6.8153,7.96103,7.89734,8.40861,8.31451,8.11959,7.94218,10.2162,9.38833,10.0386,10.1764
ENSMUSG00000042379,5.26594,4.51238,3.98254,4.8033,4.90389,5.63353,4.41338,7.32044,5.10236,5.20187,7.24825,6.24305,7.16334,4.79082
ENSMUSG00000026879,13.2307,13.2343,13.2553,13.5795,13.1952,13.4562,13.3894,13.419,13.1715,13.2788,11.2808,11.4131,9.69936,11.1109
ENSMUSG00000019929,6.74429,6.61428,6.19153,6.79143,6.98325,7.14137,6.38317,6.76304,6.23783,6.00212,4.10167,4.27393,4.08731,4.01472
